Source,Target,Type,Weight
pizza,meat,Directed,4
pizza,icecream,Directed,23
pizza,chocolate,Directed,2
pizza,vegetable,Directed,3
pizza,hotdog,Directed,15
pizza,bratwurst,Directed,4
pizza,broccoli,Directed,2
pizza,bagel,Directed,1
pizza,ryebread,Directed,1
pizza,cake,Directed,7
pizza,egg,Directed,2
pizza,bacon,Directed,3
pizza,cheese,Directed,20
pizza,sausage,Directed,7
pizza,hamburger,Directed,66
pizza,shrimp,Directed,3
pizza,lobster,Directed,3
pizza,scallop,Directed,1
pizza,peanutbutter,Directed,2
pizza,roast,Directed,4
pizza,roast_beeef,Directed,11
pizza,soup,Directed,10
pizza,sugar,Directed,1
pizza,gravy,Directed,1
pizza,pie,Directed,13
pizza,toast,Directed,2
pizza,pancake,Directed,3
pizza,donut,Directed,4
pizza,cookie,Directed,4
pizza,cucumber,Directed,1
pizza,applesauce,Directed,1
pizza,candy,Directed,1
pizza,nut,Directed,2
pizza,salad,Directed,8
pizza,cracker,Directed,2
pizza,peach,Directed,2
pizza,noodle,Directed,1
pizza,spaghetti,Directed,36
pizza,tomato,Directed,6
pizza,Cheerios,Directed,1
pizza,dessert,Directed,4
pizza,pasta,Directed,11
pizza,hot_dish,Directed,1
pizza,anchovy,Directed,3
pizza,pickle,Directed,1
pizza,pop,Directed,3
pizza,rice,Directed,3
pizza,cranberry,Directed,1
pizza,watermelon,Directed,1
pizza,casserole,Directed,3
pizza,fries,Directed,10
pizza,flour,Directed,1
pizza,lasagna,Directed,18
pizza,greenbeans,Directed,1
pizza,cottagecheese,Directed,1
pizza,yogurt,Directed,1
pizza,Fritos,Directed,1
pizza,pineapple,Directed,2
pizza,juice,Directed,1
pizza,grapefruit,Directed,2
pizza,apricot,Directed,1
pizza,cheesecake,Directed,1
pizza,beer,Directed,4
pizza,lemon,Directed,1
pizza,veal,Directed,1
pizza,tuna,Directed,1
pizza,onionring,Directed,1
pizza,waffle,Directed,2
pizza,soda,Directed,1
pizza,apple_pie,Directed,1
pizza,oregano,Directed,1
pizza,linguine,Directed,1
pizza,danish,Directed,1
pizza,pepperoni,Directed,5
pizza,pork_sausage,Directed,1
pizza,mashed_potatoes,Directed,2
pizza,sandwich,Directed,13
pizza,jalapeno_pepper,Directed,1
pizza,sushi,Directed,1
pizza,corn_on_the_cob,Directed,1
pizza,chili,Directed,3
pizza,crab,Directed,1
pizza,clam,Directed,1
pizza,pastry,Directed,1
pizza,Italian_food,Directed,2
pizza,Chinese,Directed,3
pizza,Mexican_food,Directed,1
pizza,sauce,Directed,1
pizza,burrito,Directed,3
pizza,chicken_noodle_soup,Directed,2
pizza,potroast,Directed,1
pizza,lucheon_meats,Directed,1
pizza,barbeque,Directed,1
pizza,meatloaf,Directed,4
pizza,seafood,Directed,1
pizza,lefsa,Directed,1
pizza,mac_and_cheese,Directed,1
pizza,enchilada,Directed,2
pizza,stew,Directed,1
pizza,herring,Directed,1
pizza,limabean,Directed,1
pizza,salami,Directed,2
pizza,T_bone,Directed,2
pizza,water,Directed,1
pizza,ravioli,Directed,5
pizza,grilled_cheese,Directed,1
pizza,stirfry,Directed,1
pizza,fettuccini,Directed,2
pizza,eggroll,Directed,1
pizza,filet_mignon,Directed,1
pizza,goulash,Directed,1
pizza,submarine_sandwhiches,Directed,3
meat,fruit,Directed,85
meat,fish,Directed,114
meat,chicken,Directed,106
meat,turkey,Directed,7
meat,ham,Directed,9
meat,pork,Directed,75
meat,porkchop,Directed,30
meat,taco,Directed,1
meat,steak,Directed,61
meat,milk,Directed,59
meat,butter,Directed,9
meat,bread,Directed,90
meat,jelly,Directed,1
meat,strawberry,Directed,4
meat,apple,Directed,21
meat,pear,Directed,2
meat,banana,Directed,7
meat,avocado,Directed,1
meat,cherry,Directed,2
meat,cereal,Directed,43
meat,coffee,Directed,2
meat,tea,Directed,1
meat,grape,Directed,2
meat,beef,Directed,102
meat,liver,Directed,4
meat,lamb,Directed,13
meat,peanut,Directed,1
meat,popcorn,Directed,4
meat,pretzel,Directed,2
meat,potato_chips,Directed,6
meat,corn,Directed,12
meat,potato,Directed,265
meat,pea,Directed,16
meat,squash,Directed,2
meat,asparagus,Directed,2
meat,beet,Directed,1
meat,orange_juice,Directed,1
meat,oatmeal,Directed,1
meat,orange,Directed,4
meat,pudding,Directed,3
meat,radish,Directed,3
meat,carrot,Directed,21
meat,celery,Directed,4
meat,cabbage,Directed,2
meat,lettuce,Directed,27
meat,pizza,Directed,11
meat,icecream,Directed,25
meat,chocolate,Directed,1
meat,onion,Directed,3
meat,vegetable,Directed,210
meat,hotdog,Directed,8
meat,bratwurst,Directed,2
meat,broccoli,Directed,9
meat,cake,Directed,10
meat,salt,Directed,2
meat,egg,Directed,56
meat,bacon,Directed,12
meat,cheese,Directed,35
meat,sausage,Directed,17
meat,hamburger,Directed,52
meat,shrimp,Directed,2
meat,lobster,Directed,1
meat,peanutbutter,Directed,6
meat,roast,Directed,5
meat,roast_beeef,Directed,2
meat,soup,Directed,12
meat,starch,Directed,3
meat,sugar,Directed,4
meat,gravy,Directed,5
meat,pie,Directed,6
meat,donut,Directed,1
meat,cookie,Directed,6
meat,wiener,Directed,4
meat,cucumber,Directed,1
meat,candy,Directed,5
meat,nut,Directed,3
meat,salad,Directed,15
meat,cracker,Directed,5
meat,brusselsprouts,Directed,1
meat,noodle,Directed,4
meat,macaroni,Directed,3
meat,spaghetti,Directed,11
meat,tomato,Directed,8
meat,Cheerios,Directed,2
meat,dessert,Directed,22
meat,drink,Directed,1
meat,pasta,Directed,9
meat,Jello,Directed,7
meat,hot_dish,Directed,3
meat,poultry,Directed,67
meat,pickle,Directed,1
meat,duck,Directed,9
meat,venison,Directed,9
meat,salmon,Directed,2
meat,rice,Directed,2
meat,ketchup,Directed,2
meat,mustard,Directed,2
meat,rhubarb,Directed,1
meat,mango,Directed,1
meat,casserole,Directed,4
meat,cauliflower,Directed,2
meat,fries,Directed,2
meat,flour,Directed,2
meat,lasagna,Directed,4
meat,greenbeans,Directed,1
meat,cottagecheese,Directed,1
meat,yogurt,Directed,3
meat,granolabars,Directed,1
meat,produce,Directed,5
meat,dairy,Directed,28
meat,pineapple,Directed,2
meat,greens,Directed,1
meat,spinach,Directed,1
meat,juice,Directed,4
meat,raisin,Directed,3
meat,sweet_poatoes,Directed,1
meat,grapefruit,Directed,1
meat,bun,Directed,1
meat,lemon,Directed,1
meat,veal,Directed,4
meat,tuna,Directed,1
meat,muffin,Directed,1
meat,lard,Directed,1
meat,pumpkin,Directed,2
meat,oil,Directed,1
meat,cantaloupe,Directed,1
meat,linguine,Directed,1
meat,bologna,Directed,5
meat,summer_sausage,Directed,1
meat,sandwich,Directed,5
meat,wine,Directed,1
meat,deer,Directed,1
meat,snackfood,Directed,4
meat,rabbit,Directed,1
meat,rutabaga,Directed,1
meat,lamb_chop,Directed,1
meat,muskmellon,Directed,1
meat,chili,Directed,1
meat,spice,Directed,1
meat,pastry,Directed,1
meat,sherbet,Directed,1
meat,kidneybeans,Directed,1
meat,fowl,Directed,4
meat,sauce,Directed,1
meat,berry,Directed,2
meat,moose,Directed,1
meat,cold_cuts,Directed,1
meat,sirloin,Directed,3
meat,lucheon_meats,Directed,3
meat,meatloaf,Directed,2
meat,tofu,Directed,2
meat,legume,Directed,2
meat,grain,Directed,10
meat,frankfurter,Directed,1
meat,cornishhen,Directed,1
meat,condiment,Directed,2
meat,enchilada,Directed,1
meat,candy_bar,Directed,1
meat,stew,Directed,1
meat,quail,Directed,2
meat,chop,Directed,1
meat,potatosalad,Directed,1
meat,canned_food,Directed,1
meat,seed,Directed,1
meat,protein,Directed,6
meat,ground_beef,Directed,1
meat,breakfast,Directed,1
meat,T_bone,Directed,1
meat,water,Directed,1
meat,stringbean,Directed,1
meat,pheasant,Directed,2
meat,carbohydrate,Directed,4
meat,caviar,Directed,1
meat,persimmon,Directed,1
meat,baked_food,Directed,1
icecream,fruit,Directed,8
icecream,fish,Directed,9
icecream,chicken,Directed,14
icecream,turkey,Directed,2
icecream,ham,Directed,3
icecream,pork,Directed,5
icecream,porkchop,Directed,2
icecream,taco,Directed,3
icecream,tamale,Directed,1
icecream,steak,Directed,25
icecream,milk,Directed,78
icecream,butter,Directed,11
icecream,bread,Directed,42
icecream,jam,Directed,1
icecream,jelly,Directed,1
icecream,strawberry,Directed,10
icecream,apple,Directed,18
icecream,pear,Directed,1
icecream,banana,Directed,17
icecream,avocado,Directed,1
icecream,cherry,Directed,7
icecream,cereal,Directed,20
icecream,coffee,Directed,10
icecream,tea,Directed,2
icecream,grape,Directed,7
icecream,beef,Directed,7
icecream,liver,Directed,3
icecream,peanut,Directed,6
icecream,popcorn,Directed,10
icecream,pretzel,Directed,3
icecream,potato_chips,Directed,10
icecream,corn,Directed,7
icecream,potato,Directed,24
icecream,pea,Directed,13
icecream,mushroom,Directed,1
icecream,zucchini,Directed,1
icecream,squash,Directed,3
icecream,asparagus,Directed,1
icecream,beet,Directed,3
icecream,orange_juice,Directed,5
icecream,oatmeal,Directed,4
icecream,orange,Directed,7
icecream,pudding,Directed,22
icecream,radish,Directed,3
icecream,carrot,Directed,13
icecream,celery,Directed,3
icecream,blueberry,Directed,1
icecream,cabbage,Directed,3
icecream,lettuce,Directed,21
icecream,pizza,Directed,18
icecream,meat,Directed,20
icecream,raspberry,Directed,2
icecream,chocolate,Directed,26
icecream,vegetable,Directed,13
icecream,hotdog,Directed,9
icecream,broccoli,Directed,2
icecream,bagel,Directed,5
icecream,cake,Directed,128
icecream,egg,Directed,10
icecream,bacon,Directed,3
icecream,cheese,Directed,25
icecream,sausage,Directed,4
icecream,hamburger,Directed,18
icecream,shrimp,Directed,1
icecream,lobster,Directed,2
icecream,peanutbutter,Directed,3
icecream,roast,Directed,4
icecream,roast_beeef,Directed,2
icecream,soup,Directed,11
icecream,sugar,Directed,3
icecream,pie,Directed,49
icecream,toast,Directed,1
icecream,pancake,Directed,7
icecream,donut,Directed,11
icecream,cookie,Directed,73
icecream,wiener,Directed,1
icecream,applesauce,Directed,1
icecream,candy,Directed,46
icecream,nut,Directed,6
icecream,salad,Directed,7
icecream,cracker,Directed,6
icecream,olive,Directed,2
icecream,peach,Directed,5
icecream,fig,Directed,1
icecream,noodle,Directed,3
icecream,spaghetti,Directed,11
icecream,tomato,Directed,11
icecream,Cheerios,Directed,2
icecream,dessert,Directed,15
icecream,herb,Directed,1
icecream,drink,Directed,1
icecream,pasta,Directed,4
icecream,Jello,Directed,13
icecream,pickle,Directed,2
icecream,wheat,Directed,1
icecream,rye,Directed,1
icecream,plum,Directed,1
icecream,salmon,Directed,1
icecream,rice,Directed,4
icecream,ketchup,Directed,7
icecream,rhubarb,Directed,1
icecream,watermelon,Directed,2
icecream,casserole,Directed,1
icecream,fastfood,Directed,1
icecream,cauliflower,Directed,3
icecream,fries,Directed,8
icecream,flour,Directed,2
icecream,lasagna,Directed,1
icecream,bar,Directed,2
icecream,greenbeans,Directed,2
icecream,cottagecheese,Directed,7
icecream,yogurt,Directed,41
icecream,cream,Directed,6
icecream,dairy,Directed,2
icecream,pineapple,Directed,4
icecream,pomegranate,Directed,1
icecream,spinach,Directed,2
icecream,biscuit,Directed,1
icecream,juice,Directed,4
icecream,raisin,Directed,1
icecream,melon,Directed,1
icecream,cheesecake,Directed,1
icecream,bun,Directed,1
icecream,fruit_juice,Directed,2
icecream,beer,Directed,1
icecream,lemon,Directed,2
icecream,onionring,Directed,1
icecream,waffle,Directed,5
icecream,muffin,Directed,1
icecream,soda,Directed,7
icecream,kohlrabi,Directed,1
icecream,pumpkin,Directed,2
icecream,almond,Directed,1
icecream,cantaloupe,Directed,2
icecream,apple_pie,Directed,1
icecream,omelet,Directed,1
icecream,americancheese,Directed,1
icecream,mashed_potatoes,Directed,1
icecream,nacho,Directed,1
icecream,roll,Directed,3
icecream,sandwich,Directed,1
icecream,wine,Directed,1
icecream,lemonade,Directed,1
icecream,tart,Directed,1
icecream,snackfood,Directed,3
icecream,rutabaga,Directed,1
icecream,sundae,Directed,5
icecream,mayonnaise,Directed,1
icecream,chili,Directed,1
icecream,fried_chicken,Directed,1
icecream,CoolWhip,Directed,5
icecream,coconut,Directed,1
icecream,sour_cream,Directed,2
icecream,pastry,Directed,2
icecream,sherbet,Directed,18
icecream,cheddar,Directed,1
icecream,Chinese,Directed,1
icecream,sauce,Directed,2
icecream,burrito,Directed,1
icecream,syrup,Directed,4
icecream,licorice,Directed,1
icecream,dressing,Directed,1
icecream,ribs,Directed,1
icecream,chicken_noodle_soup,Directed,1
icecream,frozenfood,Directed,2
icecream,malt,Directed,4
icecream,custard,Directed,2
icecream,cupcake,Directed,3
icecream,lucheon_meats,Directed,2
icecream,meatloaf,Directed,2
icecream,tofu,Directed,1
icecream,seafood,Directed,1
icecream,chocolate_cake,Directed,2
icecream,sherbert,Directed,9
icecream,marshmallow,Directed,2
icecream,legume,Directed,1
icecream,brownie,Directed,6
icecream,salad_dressing,Directed,3
icecream,tort,Directed,3
icecream,caramel,Directed,1
icecream,sweet_roll,Directed,3
icecream,cinnamon_roll,Directed,1
icecream,coffeecake,Directed,1
icecream,mac_and_cheese,Directed,1
icecream,candy_bar,Directed,13
icecream,chocolate_milk,Directed,1
icecream,popsicle,Directed,24
icecream,fudge,Directed,5
icecream,milkshake,Directed,1
icecream,koolaid,Directed,2
icecream,canned_food,Directed,2
icecream,seed,Directed,1
icecream,porkandbeans,Directed,2
icecream,tomatosoup,Directed,1
icecream,carbohydrate,Directed,1
icecream,horseradish,Directed,1
icecream,torte,Directed,1
icecream,sardine,Directed,1
icecream,Doritos,Directed,1
icecream,tvdinner,Directed,4
icecream,cocoa,Directed,1
raspberry,fruit,Directed,1
raspberry,chicken,Directed,2
raspberry,ham,Directed,1
raspberry,pork,Directed,1
raspberry,steak,Directed,1
raspberry,milk,Directed,2
raspberry,bread,Directed,3
raspberry,jam,Directed,1
raspberry,jelly,Directed,1
raspberry,strawberry,Directed,79
raspberry,apple,Directed,7
raspberry,pear,Directed,3
raspberry,banana,Directed,4
raspberry,kumquat,Directed,1
raspberry,cherry,Directed,10
raspberry,cereal,Directed,6
raspberry,grape,Directed,7
raspberry,beef,Directed,2
raspberry,corn,Directed,3
raspberry,potato,Directed,4
raspberry,pea,Directed,4
raspberry,squash,Directed,1
raspberry,asparagus,Directed,1
raspberry,orange,Directed,2
raspberry,pudding,Directed,1
raspberry,carrot,Directed,1
raspberry,celery,Directed,1
raspberry,blackberry,Directed,34
raspberry,blueberry,Directed,57
raspberry,lettuce,Directed,2
raspberry,meat,Directed,4
raspberry,icecream,Directed,4
raspberry,chocolate,Directed,1
raspberry,onion,Directed,2
raspberry,egg,Directed,2
raspberry,cheese,Directed,1
raspberry,sausage,Directed,1
raspberry,peanutbutter,Directed,1
raspberry,pancake,Directed,2
raspberry,cucumber,Directed,1
raspberry,nut,Directed,1
raspberry,walnut,Directed,1
raspberry,peach,Directed,6
raspberry,spaghetti,Directed,2
raspberry,tomato,Directed,2
raspberry,herb,Directed,1
raspberry,Jello,Directed,1
raspberry,pickle,Directed,1
raspberry,plum,Directed,3
raspberry,cranberry,Directed,1
raspberry,rhubarb,Directed,2
raspberry,mango,Directed,1
raspberry,watermelon,Directed,3
raspberry,cauliflower,Directed,1
raspberry,pineapple,Directed,4
raspberry,melon,Directed,1
raspberry,sweet_poatoes,Directed,1
raspberry,grapefruit,Directed,1
raspberry,apricot,Directed,1
raspberry,turnip,Directed,1
raspberry,lemon,Directed,1
raspberry,kohlrabi,Directed,1
raspberry,pumpkin,Directed,2
raspberry,almond,Directed,1
raspberry,cantaloupe,Directed,3
raspberry,basil,Directed,1
raspberry,rutabaga,Directed,2
raspberry,eggplant,Directed,1
raspberry,guava,Directed,1
raspberry,barbeque,Directed,1
raspberry,brownie,Directed,1
raspberry,coffeecake,Directed,1
raspberry,candy_bar,Directed,1
raspberry,boysenberries,Directed,2
raspberry,gooseberries,Directed,1
chocolate,fruit,Directed,2
chocolate,ham,Directed,1
chocolate,taco,Directed,1
chocolate,steak,Directed,1
chocolate,milk,Directed,7
chocolate,bread,Directed,1
chocolate,jelly,Directed,1
chocolate,strawberry,Directed,1
chocolate,apple,Directed,2
chocolate,pear,Directed,1
chocolate,banana,Directed,1
chocolate,cherry,Directed,3
chocolate,cereal,Directed,3
chocolate,beef,Directed,2
chocolate,liver,Directed,1
chocolate,lamb,Directed,1
chocolate,peanut,Directed,1
chocolate,popcorn,Directed,1
chocolate,potato_chips,Directed,3
chocolate,corn,Directed,1
chocolate,potato,Directed,3
chocolate,oatmeal,Directed,2
chocolate,orange,Directed,1
chocolate,radish,Directed,1
chocolate,carrot,Directed,1
chocolate,lettuce,Directed,5
chocolate,pizza,Directed,1
chocolate,meat,Directed,1
chocolate,icecream,Directed,14
chocolate,garlic,Directed,1
chocolate,vegetable,Directed,2
chocolate,hotdog,Directed,1
chocolate,cake,Directed,8
chocolate,salt,Directed,1
chocolate,egg,Directed,4
chocolate,bacon,Directed,1
chocolate,cheese,Directed,2
chocolate,hamburger,Directed,2
chocolate,peanutbutter,Directed,2
chocolate,soup,Directed,2
chocolate,sugar,Directed,1
chocolate,leek,Directed,1
chocolate,pie,Directed,1
chocolate,toast,Directed,1
chocolate,donut,Directed,1
chocolate,cookie,Directed,4
chocolate,cucumber,Directed,1
chocolate,applesauce,Directed,1
chocolate,candy,Directed,18
chocolate,nut,Directed,4
chocolate,peach,Directed,1
chocolate,dessert,Directed,1
chocolate,wheat,Directed,1
chocolate,casserole,Directed,1
chocolate,cauliflower,Directed,1
chocolate,fries,Directed,1
chocolate,cottagecheese,Directed,1
chocolate,yogurt,Directed,3
chocolate,spinach,Directed,1
chocolate,biscuit,Directed,1
chocolate,juice,Directed,1
chocolate,raisin,Directed,1
chocolate,muffin,Directed,1
chocolate,date,Directed,1
chocolate,pumpkin,Directed,1
chocolate,frenchtoast,Directed,1
chocolate,rutabaga,Directed,1
chocolate,coconut,Directed,1
chocolate,sweets,Directed,2
chocolate,fowl,Directed,2
chocolate,licorice,Directed,1
chocolate,graham_cracker,Directed,1
chocolate,dressing,Directed,1
chocolate,elk,Directed,1
chocolate,cupcake,Directed,1
chocolate,marshmallow,Directed,3
chocolate,grain,Directed,1
chocolate,brownie,Directed,1
chocolate,caramel,Directed,1
chocolate,candy_bar,Directed,2
chocolate,popsicle,Directed,1
chocolate,fudge,Directed,1
chocolate,vanilla,Directed,6
chocolate,breakfast,Directed,1
chocolate,water,Directed,2
chocolate,cocoa,Directed,2
chocolate,goulash,Directed,1
garlic,chicken,Directed,3
garlic,steak,Directed,3
garlic,milk,Directed,2
garlic,bread,Directed,2
garlic,apple,Directed,1
garlic,avocado,Directed,1
garlic,cereal,Directed,2
garlic,beef,Directed,3
garlic,corn,Directed,2
garlic,potato,Directed,3
garlic,mushroom,Directed,1
garlic,asparagus,Directed,1
garlic,celery,Directed,3
garlic,lettuce,Directed,3
garlic,meat,Directed,3
garlic,icecream,Directed,1
garlic,onion,Directed,10
garlic,salt,Directed,2
garlic,pepper,Directed,4
garlic,cheese,Directed,1
garlic,hamburger,Directed,1
garlic,leek,Directed,1
garlic,wiener,Directed,1
garlic,salad,Directed,1
garlic,olive,Directed,2
garlic,noodle,Directed,2
garlic,tomato,Directed,2
garlic,herb,Directed,1
garlic,pasta,Directed,2
garlic,pickle,Directed,2
garlic,rice,Directed,1
garlic,lasagna,Directed,1
garlic,cream,Directed,1
garlic,pineapple,Directed,1
garlic,spinach,Directed,2
garlic,juice,Directed,1
garlic,melon,Directed,1
garlic,turnip,Directed,1
garlic,oil,Directed,1
garlic,basil,Directed,1
garlic,linguine,Directed,1
garlic,green_pepper,Directed,1
garlic,thyme,Directed,2
garlic,chili,Directed,1
garlic,spice,Directed,1
garlic,cupcake,Directed,1
garlic,kale,Directed,1
garlic,grain,Directed,1
garlic,stew,Directed,1
garlic,olive_oil,Directed,1
garlic,rosemary,Directed,1
garlic,chives,Directed,1
onion,fruit,Directed,2
onion,fish,Directed,13
onion,chicken,Directed,6
onion,turkey,Directed,2
onion,ham,Directed,2
onion,pork,Directed,2
onion,porkchop,Directed,2
onion,steak,Directed,6
onion,milk,Directed,16
onion,butter,Directed,2
onion,bread,Directed,20
onion,jelly,Directed,2
onion,strawberry,Directed,9
onion,apple,Directed,11
onion,pear,Directed,6
onion,banana,Directed,7
onion,kumquat,Directed,1
onion,avocado,Directed,4
onion,cherry,Directed,1
onion,cereal,Directed,9
onion,tea,Directed,1
onion,grape,Directed,6
onion,beef,Directed,7
onion,liver,Directed,3
onion,lamb,Directed,1
onion,popcorn,Directed,2
onion,potato_chips,Directed,2
onion,bean,Directed,1
onion,corn,Directed,17
onion,potato,Directed,71
onion,pea,Directed,16
onion,mushroom,Directed,9
onion,zucchini,Directed,9
onion,squash,Directed,12
onion,asparagus,Directed,2
onion,beet,Directed,14
onion,orange_juice,Directed,1
onion,oatmeal,Directed,2
onion,orange,Directed,7
onion,pudding,Directed,2
onion,radish,Directed,35
onion,carrot,Directed,65
onion,celery,Directed,42
onion,blueberry,Directed,1
onion,cabbage,Directed,8
onion,lettuce,Directed,30
onion,pizza,Directed,7
onion,meat,Directed,10
onion,icecream,Directed,7
onion,raspberry,Directed,1
onion,garlic,Directed,58
onion,vegetable,Directed,4
onion,bratwurst,Directed,1
onion,broccoli,Directed,19
onion,cake,Directed,4
onion,salt,Directed,1
onion,pepper,Directed,26
onion,egg,Directed,7
onion,cheese,Directed,5
onion,sausage,Directed,2
onion,hamburger,Directed,4
onion,shrimp,Directed,2
onion,peanutbutter,Directed,1
onion,roast_beeef,Directed,1
onion,soup,Directed,1
onion,leek,Directed,17
onion,pie,Directed,4
onion,donut,Directed,3
onion,cookie,Directed,3
onion,cucumber,Directed,13
onion,candy,Directed,2
onion,salad,Directed,2
onion,cracker,Directed,4
onion,brusselsprouts,Directed,2
onion,olive,Directed,7
onion,peach,Directed,4
onion,fig,Directed,1
onion,spaghetti,Directed,1
onion,tomato,Directed,49
onion,dessert,Directed,2
onion,herb,Directed,1
onion,pasta,Directed,2
onion,hot_dish,Directed,1
onion,pickle,Directed,15
onion,duck,Directed,1
onion,salmon,Directed,1
onion,artichoke,Directed,1
onion,rice,Directed,2
onion,ketchup,Directed,7
onion,mustard,Directed,1
onion,cranberry,Directed,1
onion,rhubarb,Directed,3
onion,papaya,Directed,1
onion,watermelon,Directed,4
onion,casserole,Directed,1
onion,cauliflower,Directed,9
onion,fries,Directed,1
onion,flour,Directed,2
onion,greenbeans,Directed,2
onion,cottagecheese,Directed,3
onion,yogurt,Directed,4
onion,dairy,Directed,1
onion,pineapple,Directed,1
onion,okra,Directed,1
onion,spinach,Directed,4
onion,melon,Directed,4
onion,sweet_poatoes,Directed,1
onion,grapefruit,Directed,2
onion,apricot,Directed,1
onion,turnip,Directed,6
onion,lemon,Directed,4
onion,lime,Directed,2
onion,veal,Directed,2
onion,sunflower_seeds,Directed,3
onion,kohlrabi,Directed,5
onion,pumpkin,Directed,2
onion,hazelnuts,Directed,1
onion,oil,Directed,1
onion,cantaloupe,Directed,1
onion,basil,Directed,1
onion,oregano,Directed,1
onion,roll,Directed,1
onion,jalapeno_pepper,Directed,1
onion,snackfood,Directed,1
onion,rutabaga,Directed,15
onion,green_pepper,Directed,16
onion,red_pepper,Directed,2
onion,muskmellon,Directed,1
onion,chili,Directed,1
onion,vinegar,Directed,1
onion,parsnips,Directed,3
onion,spice,Directed,1
onion,sauce,Directed,1
onion,graham_cracker,Directed,1
onion,berry,Directed,1
onion,sauerkraut,Directed,2
onion,cold_cuts,Directed,1
onion,yam,Directed,1
onion,lemon_pie,Directed,2
onion,kale,Directed,3
onion,swiss_chard,Directed,1
onion,lucheon_meats,Directed,2
onion,endive,Directed,1
onion,marshmallow,Directed,1
onion,relish,Directed,1
onion,cinnamon_roll,Directed,1
onion,mac_and_cheese,Directed,3
onion,salsa,Directed,1
onion,crouton,Directed,1
onion,baked_beans,Directed,1
onion,limabean,Directed,1
onion,seed,Directed,1
onion,olive_oil,Directed,1
onion,ravioli,Directed,1
onion,primerib,Directed,1
onion,parsley,Directed,8
onion,stirfry,Directed,1
onion,green_onion,Directed,3
vegetable,fruit,Directed,196
vegetable,fish,Directed,20
vegetable,chicken,Directed,4
vegetable,turkey,Directed,1
vegetable,ham,Directed,4
vegetable,pork,Directed,9
vegetable,porkchop,Directed,2
vegetable,steak,Directed,10
vegetable,milk,Directed,20
vegetable,butter,Directed,2
vegetable,bread,Directed,53
vegetable,apple,Directed,18
vegetable,pear,Directed,4
vegetable,banana,Directed,12
vegetable,cereal,Directed,24
vegetable,coffee,Directed,5
vegetable,tea,Directed,1
vegetable,grape,Directed,2
vegetable,beef,Directed,5
vegetable,lamb,Directed,1
vegetable,potato_chips,Directed,6
vegetable,bean,Directed,1
vegetable,corn,Directed,53
vegetable,potato,Directed,41
vegetable,pea,Directed,77
vegetable,squash,Directed,4
vegetable,asparagus,Directed,5
vegetable,beet,Directed,12
vegetable,oatmeal,Directed,5
vegetable,orange,Directed,12
vegetable,pudding,Directed,6
vegetable,radish,Directed,8
vegetable,carrot,Directed,80
vegetable,celery,Directed,7
vegetable,cabbage,Directed,9
vegetable,lettuce,Directed,33
vegetable,pizza,Directed,5
vegetable,meat,Directed,160
vegetable,icecream,Directed,23
vegetable,chocolate,Directed,1
vegetable,onion,Directed,5
vegetable,hotdog,Directed,2
vegetable,broccoli,Directed,34
vegetable,ryebread,Directed,1
vegetable,cake,Directed,11
vegetable,pepper,Directed,1
vegetable,egg,Directed,16
vegetable,bacon,Directed,3
vegetable,cheese,Directed,3
vegetable,hamburger,Directed,5
vegetable,shrimp,Directed,3
vegetable,peanutbutter,Directed,3
vegetable,soup,Directed,11
vegetable,starch,Directed,3
vegetable,sugar,Directed,3
vegetable,gravy,Directed,2
vegetable,pie,Directed,5
vegetable,pancake,Directed,1
vegetable,donut,Directed,4
vegetable,cookie,Directed,2
vegetable,cucumber,Directed,3
vegetable,candy,Directed,21
vegetable,seasoning,Directed,1
vegetable,nut,Directed,5
vegetable,salad,Directed,24
vegetable,cracker,Directed,3
vegetable,brusselsprouts,Directed,1
vegetable,peach,Directed,2
vegetable,pistachio,Directed,1
vegetable,macaroni,Directed,3
vegetable,spaghetti,Directed,7
vegetable,tomato,Directed,29
vegetable,dessert,Directed,32
vegetable,herb,Directed,3
vegetable,drink,Directed,4
vegetable,pasta,Directed,22
vegetable,Jello,Directed,1
vegetable,poultry,Directed,5
vegetable,pickle,Directed,2
vegetable,artichoke,Directed,2
vegetable,rice,Directed,4
vegetable,ketchup,Directed,1
vegetable,watermelon,Directed,1
vegetable,casserole,Directed,5
vegetable,fastfood,Directed,1
vegetable,cauliflower,Directed,10
vegetable,fries,Directed,1
vegetable,flour,Directed,1
vegetable,lasagna,Directed,3
vegetable,greenbeans,Directed,10
vegetable,cottagecheese,Directed,1
vegetable,yogurt,Directed,2
vegetable,produce,Directed,1
vegetable,dairy,Directed,15
vegetable,okra,Directed,3
vegetable,greens,Directed,1
vegetable,spinach,Directed,5
vegetable,juice,Directed,6
vegetable,melon,Directed,1
vegetable,fruit_juice,Directed,1
vegetable,turnip,Directed,2
vegetable,lemon,Directed,2
vegetable,veal,Directed,1
vegetable,tuna,Directed,1
vegetable,soda,Directed,1
vegetable,dogfood,Directed,1
vegetable,kohlrabi,Directed,1
vegetable,pumpkin,Directed,2
vegetable,oil,Directed,2
vegetable,fat,Directed,1
vegetable,lentil,Directed,1
vegetable,sweet_corn,Directed,1
vegetable,snackfood,Directed,1
vegetable,rutabaga,Directed,1
vegetable,green_pepper,Directed,1
vegetable,red_pepper,Directed,1
vegetable,lamb_chop,Directed,1
vegetable,muskmellon,Directed,1
vegetable,chili,Directed,1
