from,to,type,weight
cub,chicken,Directed,1
cub,deer,Directed,1
cub,hors,Directed,1
cub,monkei,Directed,1
deer,allig,Directed,2
deer,anim,Directed,2
deer,ant,Directed,1
deer,antelop,Directed,150
deer,armadillo,Directed,1
deer,badger,Directed,6
deer,bat,Directed,1
deer,bear,Directed,159
deer,beaver,Directed,5
deer,bird,Directed,11
deer,bison,Directed,2
deer,bobcat,Directed,3
deer,buffalo,Directed,35
deer,calf,Directed,2
deer,camel,Directed,3
deer,caribou,Directed,1
deer,cat,Directed,13
deer,cattl,Directed,1
deer,chicken,Directed,5
deer,chipmunk,Directed,5
deer,coon,Directed,4
deer,cougar,Directed,4
deer,cow,Directed,29
deer,coyot,Directed,22
deer,cub,Directed,1
deer,doe,Directed,3
deer,dog,Directed,14
deer,donkei,Directed,2
deer,duck,Directed,4
deer,eagl,Directed,1
deer,eleph,Directed,48
deer,elk,Directed,168
deer,emu,Directed,2
deer,ermin,Directed,1
deer,fawn,Directed,9
deer,ferret,Directed,4
deer,finch,Directed,1
deer,fish,Directed,9
deer,fisher,Directed,1
deer,fox,Directed,48
deer,frog,Directed,4
deer,gazel,Directed,3
deer,giraff,Directed,8
deer,goat,Directed,11
deer,goos,Directed,2
deer,gopher,Directed,6
deer,groundhog,Directed,5
deer,guineapig,Directed,1
deer,hamster,Directed,1
deer,hedgehog,Directed,1
deer,hippo,Directed,9
deer,hog,Directed,1
deer,hors,Directed,29
deer,hyena,Directed,1
deer,iguana,Directed,1
deer,jaguar,Directed,1
deer,kangaroo,Directed,7
deer,kitten,Directed,1
deer,lamb,Directed,2
deer,leopard,Directed,3
deer,lion,Directed,18
deer,llama,Directed,3
deer,loon,Directed,2
deer,mink,Directed,2
deer,monkei,Directed,12
deer,moos,Directed,119
deer,mountaingoat,Directed,1
deer,mountainlion,Directed,6
deer,mous,Directed,13
deer,mule,Directed,5
deer,muled,Directed,2
deer,muskrat,Directed,4
deer,opossum,Directed,14
deer,ostrich,Directed,1
deer,otter,Directed,1
deer,owl,Directed,1
deer,ox,Directed,1
deer,panther,Directed,3
deer,partridg,Directed,2
deer,peacock,Directed,1
deer,penguin,Directed,3
deer,pheasant,Directed,12
deer,pig,Directed,11
deer,platypus,Directed,2
deer,polarbear,Directed,1
deer,porcupin,Directed,7
deer,puppi,Directed,1
deer,rabbit,Directed,50
deer,raccoon,Directed,42
deer,rat,Directed,3
deer,reindeer,Directed,6
deer,rhino,Directed,6
deer,seal,Directed,3
deer,sheep,Directed,5
deer,skunk,Directed,14
deer,snak,Directed,6
deer,squirrel,Directed,31
deer,tiger,Directed,9
deer,timberwolf,Directed,1
deer,toad,Directed,1
deer,turkei,Directed,28
deer,walrus,Directed,1
deer,weasel,Directed,2
deer,whitetaild,Directed,1
deer,wolf,Directed,20
deer,wolverin,Directed,3
deer,woodchuck,Directed,1
deer,zebra,Directed,8
dingo,bear,Directed,2
dingo,eleph,Directed,1
dingo,frog,Directed,2
dingo,kangaroo,Directed,1
dingo,mountaingoat,Directed,1
dingo,platypus,Directed,1
dingo,weasel,Directed,1
dingo,wombat,Directed,1
dinosaur,aardvark,Directed,1
dinosaur,allig,Directed,1
dinosaur,bird,Directed,1
dinosaur,buffalo,Directed,1
dinosaur,eleph,Directed,1
dinosaur,fish,Directed,1
dinosaur,gerbil,Directed,1
dinosaur,goat,Directed,1
dinosaur,hors,Directed,2
dinosaur,human,Directed,1
dinosaur,leopard,Directed,1
dinosaur,lion,Directed,1
dinosaur,lynx,Directed,1
dinosaur,monkei,Directed,1
dinosaur,mous,Directed,1
dinosaur,opossum,Directed,1
dinosaur,ox,Directed,1
dinosaur,rhino,Directed,2
dinosaur,squirrel,Directed,2
doe,dog,Directed,1
doe,eleph,Directed,1
doe,elk,Directed,1
doe,moos,Directed,1
doe,ox,Directed,1
dog,aardvark,Directed,2
dog,allig,Directed,6
dog,ant,Directed,1
dog,antelop,Directed,8
dog,ap,Directed,3
dog,badger,Directed,2
dog,bear,Directed,28
dog,beaver,Directed,2
dog,bee,Directed,1
dog,bird,Directed,57
dog,buffalo,Directed,2
dog,bull,Directed,1
dog,bunni,Directed,1
dog,camel,Directed,1
dog,canari,Directed,4
dog,cat,Directed,1467
dog,cattl,Directed,2
dog,cheetah,Directed,1
dog,chicken,Directed,15
dog,chinchilla,Directed,1
dog,chipmunk,Directed,7
dog,cougar,Directed,1
dog,cow,Directed,111
dog,coyot,Directed,4
dog,deer,Directed,20
dog,donkei,Directed,10
dog,duck,Directed,5
dog,eagl,Directed,1
dog,eel,Directed,1
dog,eleph,Directed,82
dog,elk,Directed,4
dog,emu,Directed,3
dog,ferret,Directed,4
dog,fish,Directed,26
dog,flea,Directed,2
dog,fox,Directed,6
dog,frog,Directed,2
dog,gerbil,Directed,5
dog,giraff,Directed,26
dog,goat,Directed,12
dog,gopher,Directed,3
dog,gorilla,Directed,4
dog,guineapig,Directed,2
dog,hamster,Directed,6
dog,hare,Directed,1
dog,hippo,Directed,4
dog,hors,Directed,137
dog,housecat,Directed,1
dog,human,Directed,2
dog,hyena,Directed,2
dog,jaguar,Directed,1
dog,kangaroo,Directed,2
dog,kitten,Directed,7
dog,leopard,Directed,8
dog,lion,Directed,40
dog,lizard,Directed,5
dog,llama,Directed,9
dog,lynx,Directed,2
dog,mink,Directed,1
dog,minx,Directed,1
dog,monkei,Directed,14
dog,moos,Directed,4
dog,mosquito,Directed,1
dog,mountainlion,Directed,2
dog,mous,Directed,50
dog,mule,Directed,1
dog,muskrat,Directed,1
dog,opossum,Directed,8
dog,orangutan,Directed,1
dog,owl,Directed,1
dog,ox,Directed,2
dog,parakeet,Directed,2
dog,parrot,Directed,2
dog,peacock,Directed,1
dog,person,Directed,1
dog,pheasant,Directed,1
dog,pig,Directed,24
dog,pigeon,Directed,1
dog,polarbear,Directed,1
dog,poni,Directed,1
dog,porcupin,Directed,1
dog,puppi,Directed,4
dog,rabbit,Directed,44
dog,raccoon,Directed,9
dog,rat,Directed,12
dog,reptil,Directed,1
dog,rhino,Directed,5
dog,sealion,Directed,1
dog,sheep,Directed,27
dog,skunk,Directed,5
dog,snak,Directed,16
dog,sparrow,Directed,1
dog,squirrel,Directed,16
dog,tiger,Directed,16
dog,turtl,Directed,4
dog,weasel,Directed,1
dog,whale,Directed,2
dog,wolf,Directed,8
dog,woodchuck,Directed,2
dog,zebra,Directed,13
dolphin,allig,Directed,1
dolphin,ant,Directed,1
dolphin,bear,Directed,1
dolphin,bird,Directed,1
dolphin,butterfli,Directed,1
dolphin,cat,Directed,2
dolphin,clam,Directed,1
dolphin,cow,Directed,1
dolphin,coyot,Directed,1
dolphin,crab,Directed,1
dolphin,crane,Directed,1
dolphin,deer,Directed,2
dolphin,dinosaur,Directed,1
dolphin,duck,Directed,1
dolphin,eel,Directed,1
dolphin,eleph,Directed,3
dolphin,emu,Directed,1
dolphin,fish,Directed,2
dolphin,fly,Directed,1
dolphin,gerbil,Directed,1
dolphin,guineapig,Directed,1
dolphin,hors,Directed,1
dolphin,humb,Directed,1
dolphin,koala,Directed,1
dolphin,lion,Directed,2
dolphin,manate,Directed,4
dolphin,monkei,Directed,2
dolphin,moos,Directed,1
dolphin,octopus,Directed,1
dolphin,penguin,Directed,4
dolphin,perch,Directed,1
dolphin,porcupin,Directed,1
dolphin,porpois,Directed,5
dolphin,rabbit,Directed,1
dolphin,seagul,Directed,2
dolphin,seal,Directed,1
dolphin,shark,Directed,8
dolphin,snak,Directed,1
dolphin,tiger,Directed,1
dolphin,walrus,Directed,1
dolphin,whale,Directed,17
donkei,allig,Directed,3
donkei,antelop,Directed,6
donkei,ap,Directed,1
donkei,ass,Directed,1
donkei,badger,Directed,1
donkei,bear,Directed,5
donkei,bird,Directed,3
donkei,bluebird,Directed,1
donkei,buffalo,Directed,2
donkei,burro,Directed,6
donkei,camel,Directed,9
donkei,cat,Directed,3
donkei,cheetah,Directed,1
donkei,chicken,Directed,13
donkei,cow,Directed,10
donkei,deer,Directed,7
donkei,dinosaur,Directed,1
donkei,dog,Directed,5
donkei,duck,Directed,7
donkei,eagl,Directed,1
donkei,eel,Directed,1
donkei,eleph,Directed,13
donkei,elk,Directed,1
donkei,fish,Directed,5
donkei,fox,Directed,1
donkei,gerbil,Directed,2
donkei,giraff,Directed,16
donkei,goat,Directed,14
donkei,gorilla,Directed,2
donkei,hippo,Directed,3
donkei,hors,Directed,45
donkei,insect,Directed,2
donkei,jackal,Directed,1
donkei,jackass,Directed,1
donkei,kangaroo,Directed,1
donkei,kitten,Directed,1
donkei,lamb,Directed,4
donkei,leopard,Directed,2
donkei,lion,Directed,9
donkei,lizard,Directed,1
donkei,llama,Directed,7
donkei,lynx,Directed,1
donkei,mare,Directed,1
donkei,mole,Directed,1
donkei,monkei,Directed,10
donkei,moos,Directed,2
donkei,mountaingoat,Directed,1
donkei,mountainlion,Directed,1
donkei,mous,Directed,3
donkei,mule,Directed,60
donkei,ocelot,Directed,1
donkei,orangutan,Directed,1
donkei,owl,Directed,1
donkei,ox,Directed,3
donkei,panda,Directed,1
donkei,pheasant,Directed,2
donkei,pig,Directed,2
donkei,polarbear,Directed,1
donkei,rabbit,Directed,3
donkei,raccoon,Directed,1
donkei,ram,Directed,1
donkei,rat,Directed,2
donkei,reindeer,Directed,2
donkei,rhino,Directed,3
donkei,sheep,Directed,7
donkei,snak,Directed,5
donkei,squirrel,Directed,1
donkei,tiger,Directed,6
donkei,turkei,Directed,2
donkei,wildebeest,Directed,1
donkei,wolf,Directed,1
donkei,woodpeck,Directed,1
donkei,zebra,Directed,13
dove,bird,Directed,1
dove,bluebird,Directed,1
dove,crocodil,Directed,1
dove,dog,Directed,1
dove,hawk,Directed,1
dove,pigeon,Directed,1
dove,quail,Directed,1
dove,robin,Directed,1
dove,rooster,Directed,1
dove,seal,Directed,1
dove,snak,Directed,1
dove,squirrel,Directed,1
dove,weasel,Directed,1
dragon,allig,Directed,1
dragon,fish,Directed,1
dragon,iguana,Directed,1
dragon,mule,Directed,2
duck,aardvark,Directed,1
duck,allig,Directed,3
duck,ant,Directed,1
duck,ap,Directed,1
duck,bear,Directed,7
duck,bird,Directed,15
duck,buffalo,Directed,2
duck,camel,Directed,3
duck,canari,Directed,1
duck,cat,Directed,7
duck,cheetah,Directed,1
duck,chicken,Directed,40
duck,cougar,Directed,1
duck,cow,Directed,15
duck,coyot,Directed,1
duck,crane,Directed,1
duck,crocodil,Directed,1
duck,deer,Directed,5
duck,dog,Directed,2
duck,donkei,Directed,4
duck,duck,Directed,2
duck,eagl,Directed,4
duck,eleph,Directed,4
duck,elk,Directed,2
duck,emu,Directed,1
duck,fish,Directed,2
duck,fowl,Directed,1
duck,fox,Directed,2
duck,frog,Directed,2
duck,gerbil,Directed,1
duck,giraff,Directed,6
duck,goat,Directed,2
duck,goos,Directed,187
duck,gorilla,Directed,1
duck,hawk,Directed,1
duck,hippo,Directed,1
duck,hors,Directed,10
duck,hyena,Directed,1
duck,jackass,Directed,1
duck,kangaroo,Directed,1
duck,kitten,Directed,2
duck,lion,Directed,4
duck,lizard,Directed,2
duck,llama,Directed,2
duck,loon,Directed,2
duck,mole,Directed,1
duck,monkei,Directed,3
duck,moos,Directed,1
duck,mous,Directed,3
duck,opossum,Directed,2
duck,partridg,Directed,1
duck,peacock,Directed,1
duck,penguin,Directed,1
duck,pheasant,Directed,4
duck,pig,Directed,7
duck,pigeon,Directed,1
duck,poni,Directed,1
duck,rabbit,Directed,6
duck,raccoon,Directed,2
duck,rat,Directed,4
duck,rattlesnak,Directed,1
duck,rhino,Directed,1
duck,roadrunn,Directed,1
duck,robin,Directed,3
duck,rooster,Directed,3
duck,sheep,Directed,5
duck,snak,Directed,3
duck,squirrel,Directed,5
duck,swan,Directed,6
duck,turkei,Directed,16
duck,turtl,Directed,3
duck,whale,Directed,2
duck,wolf,Directed,1
duck,worm,Directed,1
duck,zebra,Directed,3
eagl,anim,Directed,1
eagl,ant,Directed,2
eagl,antelop,Directed,1
eagl,bat,Directed,1
eagl,bear,Directed,1
eagl,bee,Directed,1
eagl,bird,Directed,9
eagl,blackbird,Directed,1
eagl,bluebird,Directed,1
eagl,bluejai,Directed,1
eagl,bug,Directed,1
eagl,butterfli,Directed,1
eagl,buzzard,Directed,3
eagl,canari,Directed,1
eagl,cardin,Directed,1
eagl,cat,Directed,1
eagl,chickade,Directed,1
eagl,chipmunk,Directed,3
eagl,cougar,Directed,1
eagl,cow,Directed,3
eagl,crow,Directed,6
eagl,deer,Directed,1
eagl,dolphin,Directed,1
eagl,dove,Directed,2
eagl,eagl,Directed,1
eagl,eleph,Directed,3
eagl,falcon,Directed,7
eagl,finch,Directed,1
eagl,fish,Directed,10
eagl,fox,Directed,2
eagl,giraff,Directed,1
eagl,goat,Directed,2
eagl,gopher,Directed,1
eagl,hawk,Directed,10
eagl,hippo,Directed,1
eagl,hors,Directed,2
eagl,hummingbird,Directed,3
eagl,kangaroo,Directed,1
eagl,lion,Directed,2
eagl,loon,Directed,1
eagl,lynx,Directed,1
eagl,monkei,Directed,1
eagl,mous,Directed,3
eagl,muskrat,Directed,1
eagl,oriol,Directed,1
eagl,osprei,Directed,4
eagl,ostrich,Directed,1
eagl,otter,Directed,1
eagl,owl,Directed,4
eagl,panther,Directed,1
eagl,parrot,Directed,1
eagl,pheasant,Directed,2
eagl,poni,Directed,1
eagl,porpois,Directed,1
eagl,prairiedog,Directed,1
eagl,rabbit,Directed,2
eagl,raccoon,Directed,1
eagl,raven,Directed,2
eagl,rhino,Directed,1
eagl,robin,Directed,6
eagl,snak,Directed,4
eagl,sparrow,Directed,5
eagl,squirrel,Directed,1
eagl,stork,Directed,1
eagl,swan,Directed,1
eagl,vultur,Directed,1
eagl,whale,Directed,1
eagl,zebra,Directed,1
earthworm,bird,Directed,1
earthworm,cat,Directed,1
earthworm,monkei,Directed,1
eel,buffalo,Directed,1
eel,duck,Directed,1
eel,ermin,Directed,1
eel,fish,Directed,3
eel,hors,Directed,2
eel,kangaroo,Directed,1
eel,seal,Directed,1
eel,sealion,Directed,1
eel,snak,Directed,2
eel,turtl,Directed,1
egret,emu,Directed,1
egret,gull,Directed,1
egret,heron,Directed,2
egret,ibi,Directed,1
egret,koala,Directed,1
egret,skunk,Directed,1
egret,stork,Directed,1
eland,antelop,Directed,1
eland,crocodil,Directed,1
eland,deer,Directed,1
eland,emu,Directed,2
eland,gazel,Directed,1
eland,giraff,Directed,1
eland,gnu,Directed,1
eland,hyena,Directed,1
eland,kangaroo,Directed,1
eland,koala,Directed,1
eland,tiger,Directed,1
eland,wildebeest,Directed,1
eleph,aardvark,Directed,2
eleph,allig,Directed,11
eleph,alpaca,Directed,1
eleph,anim,Directed,1
eleph,anteat,Directed,2
eleph,antelop,Directed,21
eleph,ap,Directed,3
eleph,baboon,Directed,3
eleph,badger,Directed,1
eleph,bear,Directed,30
eleph,beaver,Directed,3
eleph,bird,Directed,14
eleph,bison,Directed,2
eleph,bobcat,Directed,2
eleph,buffalo,Directed,12
eleph,calf,Directed,1
eleph,camel,Directed,30
eleph,cat,Directed,14
eleph,cheetah,Directed,11
eleph,chickade,Directed,1
eleph,chicken,Directed,5
eleph,chimp,Directed,5
eleph,chipmunk,Directed,1
eleph,cobra,Directed,1
eleph,cockatoo,Directed,1
eleph,cougar,Directed,5
eleph,cow,Directed,11
eleph,coyot,Directed,5
eleph,crocodil,Directed,13
eleph,deer,Directed,21
eleph,dingo,Directed,2
eleph,dog,Directed,29
eleph,dolphin,Directed,2
eleph,donkei,Directed,16
eleph,duck,Directed,2
eleph,eagl,Directed,2
eleph,eleph,Directed,1
eleph,elk,Directed,3
eleph,emu,Directed,2
eleph,ferret,Directed,1
eleph,fish,Directed,7
eleph,flamingo,Directed,2
eleph,fly,Directed,1
eleph,fox,Directed,21
eleph,frog,Directed,9
eleph,gazel,Directed,8
eleph,gecko,Directed,1
eleph,gerbil,Directed,1
eleph,giraff,Directed,362
eleph,gnat,Directed,1
eleph,gnu,Directed,2
eleph,goat,Directed,12
eleph,goos,Directed,1
eleph,gorilla,Directed,6
eleph,hamster,Directed,3
eleph,hippo,Directed,64
eleph,hog,Directed,1
eleph,hors,Directed,25
eleph,humb,Directed,1
eleph,hyena,Directed,4
eleph,iguana,Directed,2
eleph,impala,Directed,1
eleph,insect,Directed,1
eleph,jaguar,Directed,1
eleph,kangaroo,Directed,25
eleph,kitten,Directed,1
eleph,koala,Directed,4
eleph,lamb,Directed,2
eleph,lemur,Directed,2
eleph,leopard,Directed,15
eleph,lion,Directed,176
eleph,lizard,Directed,4
eleph,llama,Directed,11
eleph,lynx,Directed,3
eleph,mole,Directed,1
eleph,monkei,Directed,71
eleph,moos,Directed,7
eleph,mountainlion,Directed,1
eleph,mous,Directed,9
eleph,mule,Directed,4
eleph,muskox,Directed,1
eleph,muskrat,Directed,2
eleph,ocelot,Directed,1
eleph,octopus,Directed,1
eleph,opossum,Directed,1
eleph,orangutan,Directed,4
eleph,ostrich,Directed,3
eleph,otter,Directed,1
eleph,panda,Directed,5
eleph,panther,Directed,4
eleph,parakeet,Directed,1
eleph,penguin,Directed,4
eleph,pheasant,Directed,2
eleph,pig,Directed,10
eleph,polarbear,Directed,1
eleph,poni,Directed,1
eleph,porcupin,Directed,1
eleph,puma,Directed,1
eleph,rabbit,Directed,7
eleph,raccoon,Directed,9
eleph,rat,Directed,5
eleph,rhino,Directed,119
eleph,rodent,Directed,1
eleph,sabl,Directed,1
eleph,seal,Directed,9
eleph,sealion,Directed,1
eleph,sheep,Directed,2
eleph,skunk,Directed,4
eleph,snak,Directed,22
eleph,squirrel,Directed,8
eleph,swan,Directed,1
eleph,tapir,Directed,2
eleph,tiger,Directed,199
eleph,turkei,Directed,1
eleph,turtl,Directed,1
eleph,wallabi,Directed,1
eleph,walrus,Directed,2
eleph,warthog,Directed,1
eleph,waterbuffalo,Directed,4
eleph,weasel,Directed,2
eleph,whale,Directed,8
eleph,wildebeest,Directed,5
eleph,wolf,Directed,8
eleph,woodchuck,Directed,1
eleph,yak,Directed,1
eleph,zebra,Directed,186
elk,allig,Directed,2
elk,ant,Directed,1
elk,anteat,Directed,2
elk,antelop,Directed,36
elk,badger,Directed,2
elk,bear,Directed,42
elk,beaver,Directed,2
elk,bird,Directed,6
elk,bison,Directed,10
elk,blackbear,Directed,1
elk,bobcat,Directed,2
elk,buffalo,Directed,27
elk,bull,Directed,1
elk,caribou,Directed,17
elk,cat,Directed,8
elk,chickade,Directed,1
elk,chicken,Directed,5
elk,chipmunk,Directed,2
elk,cougar,Directed,1
elk,cow,Directed,7
elk,coyot,Directed,2
elk,crocodil,Directed,1
elk,crow,Directed,1
elk,deer,Directed,87
elk,dog,Directed,6
elk,duck,Directed,2
elk,eleph,Directed,11
elk,emu,Directed,1
elk,fawn,Directed,2
elk,fish,Directed,3
elk,fox,Directed,2
elk,gazel,Directed,6
elk,giraff,Directed,1
elk,goat,Directed,3
elk,goos,Directed,1
elk,gopher,Directed,1
elk,gorilla,Directed,1
elk,grizzlybear,Directed,4
elk,guineapig,Directed,1
elk,hamster,Directed,1
elk,hippo,Directed,4
elk,hors,Directed,5
elk,hyena,Directed,1
elk,javelina,Directed,1
elk,kangaroo,Directed,1
elk,koala,Directed,1
elk,lamb,Directed,1
elk,lemur,Directed,1
elk,lion,Directed,7
elk,llama,Directed,3
elk,loon,Directed,1
elk,marten,Directed,1
elk,mink,Directed,2
elk,monkei,Directed,1
elk,moos,Directed,161
elk,mountaingoat,Directed,3
elk,mountainlion,Directed,5
elk,mous,Directed,1
elk,muled,Directed,5
elk,opossum,Directed,2
elk,ox,Directed,1
elk,pheasant,Directed,1
elk,pig,Directed,9
elk,polarbear,Directed,5
elk,prairiedog,Directed,1
elk,rabbit,Directed,8
elk,raccoon,Directed,13
elk,ram,Directed,1
elk,reindeer,Directed,5
elk,rhino,Directed,4
elk,seal,Directed,3
elk,sheep,Directed,14
elk,skunk,Directed,3
elk,snak,Directed,2
elk,squirrel,Directed,2
elk,swan,Directed,1
elk,tiger,Directed,3
elk,turkei,Directed,2
elk,turtl,Directed,2
elk,waterbuffalo,Directed,1
elk,whale,Directed,2
elk,whitetaild,Directed,2
elk,wolf,Directed,6
elk,zebra,Directed,7
emu,allig,Directed,1
emu,bear,Directed,1
emu,bird,Directed,2
emu,bison,Directed,1
emu,bobcat,Directed,1
emu,buffalo,Directed,2
emu,burro,Directed,1
emu,camel,Directed,3
emu,cat,Directed,1
emu,crow,Directed,1
emu,donkei,Directed,1
emu,eagl,Directed,1
emu,eleph,Directed,2
emu,ferret,Directed,1
emu,fish,Directed,1
emu,flamingo,Directed,1
emu,fox,Directed,2
emu,giraff,Directed,1
emu,hippo,Directed,1
emu,hors,Directed,2
emu,ibi,Directed,1
emu,impala,Directed,1
emu,jackal,Directed,1
emu,jaguar,Directed,1
emu,lamb,Directed,1
emu,leopard,Directed,1
emu,llama,Directed,3
emu,ocelot,Directed,1
emu,ostrich,Directed,13
emu,parrot,Directed,1
emu,penguin,Directed,1
emu,person,Directed,1
emu,pheasant,Directed,1
emu,poni,Directed,2
emu,porcupin,Directed,1
emu,raccoon,Directed,1
emu,rat,Directed,1
emu,rhino,Directed,1
emu,seal,Directed,1
emu,sheep,Directed,1
emu,snak,Directed,2
emu,squirrel,Directed,1
emu,whale,Directed,2
emu,wombat,Directed,1
ermin,cougar,Directed,1
ermin,mink,Directed,3
ermin,skunk,Directed,1
ermin,weasel,Directed,1
ew,bull,Directed,1
ew,cougar,Directed,1
ew,dog,Directed,1
ew,mous,Directed,1
ew,pig,Directed,1
ew,rabbit,Directed,1
falcon,blackbird,Directed,1
falcon,bull,Directed,1
falcon,cougar,Directed,1
falcon,coyot,Directed,1
falcon,dog,Directed,1
falcon,eagl,Directed,2
falcon,fish,Directed,1
falcon,hawk,Directed,2
falcon,kitten,Directed,1
farmanim,cow,Directed,2
fawn,bird,Directed,1
fawn,elk,Directed,3
fawn,fox,Directed,2
fawn,hippo,Directed,1
fawn,hors,Directed,1
fawn,moos,Directed,1
fawn,owl,Directed,1
fawn,pig,Directed,2
fawn,wolf,Directed,1
ferret,allig,Directed,3
ferret,badger,Directed,1
ferret,beaver,Directed,2
ferret,bird,Directed,6
ferret,bluejai,Directed,1
ferret,cat,Directed,2
ferret,chicken,Directed,1
ferret,chipmunk,Directed,1
ferret,cow,Directed,1
ferret,dingo,Directed,1
ferret,dog,Directed,2
ferret,eleph,Directed,3
ferret,elk,Directed,1
ferret,fish,Directed,1
ferret,fisher,Directed,2
ferret,fox,Directed,3
ferret,frog,Directed,2
ferret,gerbil,Directed,3
ferret,giraff,Directed,3
ferret,goat,Directed,2
ferret,gorilla,Directed,2
ferret,groundhog,Directed,2
ferret,guineapig,Directed,6
ferret,hamster,Directed,3
ferret,hare,Directed,1
ferret,hors,Directed,3
ferret,kangaroo,Directed,1
ferret,lemur,Directed,1
ferret,leopard,Directed,1
ferret,lion,Directed,3
ferret,marmot,Directed,1
ferret,mink,Directed,5
ferret,minx,Directed,1
ferret,mole,Directed,1
ferret,monkei,Directed,3
ferret,moos,Directed,2
ferret,mous,Directed,7
ferret,muskrat,Directed,1
ferret,opossum,Directed,1
ferret,parrot,Directed,4
ferret,pig,Directed,1
ferret,prairiedog,Directed,1
ferret,rabbit,Directed,6
ferret,raccoon,Directed,2
ferret,sabl,Directed,1
ferret,sheep,Directed,2
ferret,skunk,Directed,1
ferret,snak,Directed,5
ferret,spider,Directed,1
ferret,squirrel,Directed,3
ferret,tiger,Directed,1
ferret,weasel,Directed,1
ferret,whale,Directed,1
ferret,wolf,Directed,1
finch,bird,Directed,1
finch,bluebird,Directed,1
finch,bluejai,Directed,1
finch,chickade,Directed,1
finch,coon,Directed,1
finch,dove,Directed,1
finch,goos,Directed,1
finch,hors,Directed,1
finch,leopard,Directed,1
finch,mous,Directed,1
finch,owl,Directed,1
finch,parrot,Directed,1
finch,wolf,Directed,1
finch,wren,Directed,1
fish,allig,Directed,10
fish,amphibian,Directed,2
fish,ant,Directed,2
fish,anteat,Directed,1
fish,antelop,Directed,5
fish,ap,Directed,1
fish,armadillo,Directed,2
fish,bass,Directed,2
fish,bear,Directed,11
fish,bee,Directed,1
fish,bird,Directed,45
fish,bluebird,Directed,1
fish,boar,Directed,1
fish,buffalo,Directed,4
fish,bug,Directed,1
fish,butterfli,Directed,1
fish,camel,Directed,3
fish,canari,Directed,1
fish,cat,Directed,6
fish,caterpillar,Directed,1
fish,cheetah,Directed,1
fish,chicken,Directed,2
fish,clam,Directed,2
fish,cockatiel,Directed,1
fish,cow,Directed,17
fish,coyot,Directed,3
fish,crab,Directed,3
fish,crocodil,Directed,3
fish,deer,Directed,12
fish,dog,Directed,14
fish,dolphin,Directed,5
fish,donkei,Directed,2
fish,duck,Directed,5
fish,eagl,Directed,3
fish,eleph,Directed,20
fish,elk,Directed,4
fish,ferret,Directed,1
fish,fish,Directed,1
fish,fisher,Directed,1
fish,flea,Directed,1
fish,fly,Directed,5
fish,fowl,Directed,2
fish,fox,Directed,2
fish,frog,Directed,5
fish,gerbil,Directed,4
fish,giraff,Directed,13
fish,gnu,Directed,1
fish,goat,Directed,2
fish,goldfish,Directed,2
fish,goos,Directed,1
fish,gorilla,Directed,2
fish,guineapig,Directed,1
fish,hamster,Directed,2
fish,hippo,Directed,3
fish,hors,Directed,20
fish,human,Directed,1
fish,humb,Directed,1
fish,hyena,Directed,1
fish,insect,Directed,4
fish,jaguar,Directed,1
fish,kangaroo,Directed,3
fish,koala,Directed,1
fish,lamb,Directed,3
fish,leopard,Directed,2
fish,lion,Directed,6
fish,lizard,Directed,2
fish,llama,Directed,2
fish,lobster,Directed,2
fish,mammal,Directed,3
fish,monkei,Directed,7
fish,moos,Directed,3
fish,mountainlion,Directed,1
fish,mous,Directed,4
fish,muski,Directed,3
fish,octopus,Directed,6
fish,otter,Directed,1
fish,owl,Directed,2
fish,penguin,Directed,1
fish,perch,Directed,2
fish,pheasant,Directed,5
fish,pig,Directed,6
fish,pike,Directed,1
fish,polarbear,Directed,1
fish,porcupin,Directed,1
fish,porpois,Directed,3
fish,rabbit,Directed,6
fish,raccoon,Directed,2
fish,rat,Directed,2
fish,reptil,Directed,2
fish,rhino,Directed,3
fish,robin,Directed,1
fish,salamand,Directed,2
fish,salmon,Directed,4
fish,seal,Directed,3
fish,shark,Directed,9
fish,sheep,Directed,4
fish,skunk,Directed,2
fish,snail,Directed,2
fish,snak,Directed,14
fish,spider,Directed,1
fish,squirrel,Directed,7
fish,tadpol,Directed,1
fish,tiger,Directed,6
fish,trout,Directed,3
fish,turkei,Directed,2
fish,turtl,Directed,14
fish,walley,Directed,1
fish,walrus,Directed,3
fish,whale,Directed,30
fish,wolf,Directed,5
fish,zebra,Directed,9
fisher,badger,Directed,2
fisher,bear,Directed,1
fisher,beaver,Directed,1
fisher,bird,Directed,1
fisher,ermin,Directed,1
fisher,ferret,Directed,1
fisher,goat,Directed,1
fisher,groundhog,Directed,1
fisher,hors,Directed,1
fisher,lion,Directed,1
fisher,marten,Directed,4
fisher,mink,Directed,3
fisher,otter,Directed,1
fisher,porcupin,Directed,1
fisher,rabbit,Directed,1
fisher,walley,Directed,1
fisher,weasel,Directed,1
flamingo,bear,Directed,1
flamingo,eagl,Directed,2
flamingo,gerbil,Directed,1
flamingo,gorilla,Directed,1
flamingo,ostrich,Directed,1
flamingo,parrot,Directed,2
flamingo,robin,Directed,1
flamingo,snak,Directed,2
flamingo,turtl,Directed,1
flamingo,walrus,Directed,1
flamingo,zebra,Directed,1
flea,allig,Directed,1
flea,ant,Directed,1
flea,chipmunk,Directed,1
flea,duck,Directed,1
flea,fly,Directed,2
flea,giraff,Directed,1
flea,hors,Directed,1
flea,snak,Directed,1
